"archiveID","pageNum","numPage","vName","vSciName","conf","sciName","date","locality","country","stateProvince","island","idQualifier","county","occStatus","habitat","assCollTaxa","assColl","locationRemarks","vTaxonRank","vElevM","vLat","vLon","vUTM","vCoordUncM","numPlantsCode","orgQuantity","orgQtype","occRemarks","phenology","recordedBy","idBy","dataEntryRemarks","index","datasetName","basisOfRecord","islandGroup","recordNumber"
8,7,7,"Eleocharis p","Eleocharis palustris","h","Eleocharis palustris",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,61,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-7"
8,7,9,"Sparganium e","Sparganium e","h","Sparganium e",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,"uncertain of specific epiphet. Previous page had ""em"" for emersum. Does just ""e"" mean Sparganium eurycarpum?",62,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-9"
8,7,10,"Typha l","Typha latifolia","m","Typha latifolia",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,63,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-10"
8,7,11,"Carex exciccata","Carex exsiccata","h","Carex exsiccata",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,64,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-11"
8,7,12,"Myosotis laxa","Myosotis laxa","h","Myosotis laxa",19961030,"Saltspring Island; Maxwell Lake; lower end of lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","Scirpus acutus and Spiraea swamp",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,65,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-12"
8,7,13,"Typha","Typha","h","Typha",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"genus",NA,NA,NA,NA,NA,5,"75+ plants","individuals","mostly Typha at edge ; abundance code '5'",NA,"Harvey Janszen",NA,NA,66,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-13"
8,7,14,"Nuphar p","Nuphar polysepala","h","Nuphar polysepala",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,67,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-14"
8,7,15,"Potamogeton robinsii","Potamogeton robinsii","h","Potamogeton robinsii",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,"Potamogeton as Cusheon lake ex amplif",NA,"Harvey Janszen",NA,NA,68,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-15"
8,7,16,"Potentilla palustris","Potentilla palustris","h","Comarum palustre",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,69,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-16"
8,7,17,"Carex exciccata","Carex exsiccata","h","Carex exsiccata",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"species",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,70,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-17"
8,7,18,"Spiraea","Spiraea","h","Spiraea",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,71,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-18"
8,7,19,"Salix","Salix","h","Salix",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,72,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-19"
8,7,20,"Cornus","Cornus","h","Cornus",19961030,"Saltspring Island; Blackburn Lake","Canada","British Columbia","Saltspring Island",NA,"Southern Gulf Islands","present","edge of lake",NA,NA,NA,"genus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,73,"Harvey Janszen Observations","HumanObservation","Southern Gulf Islands","HJ8-7-20"
8,8,1,"Veronica arvensis","Veronica arvensis","h","Veronica arvensis",19970619,"Texada Island; Harwood Point; Dick Island; east end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","almost dry vernal pool at high tide line","Myosurus minimus; Hordeum brachyantherum; Festuca rubra;  Daucus pusillus; Sedum oreganum;  Allium amplectens","HJC-2643; HJC-2644; HJC-2645; HJC-2646; HJC-2647; HJC-2648; HJC-2655; HJC-2649",NA,"species",NA,49.6533333333333,-124.468333333333,"10U 394010 5501120",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,74,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-8-1"
8,8,2,"Grindelia i","Grindelia integrifolia","h","Grindelia integrifolia",19970619,"Texada Island; Harwood Point; Dick Island; east end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","almost dry vernal pool at high tide line","Myosurus minimus; Hordeum brachyantherum; Festuca rubra;  Daucus pusillus; Sedum oreganum;  Allium amplectens","HJC-2643; HJC-2644; HJC-2645; HJC-2646; HJC-2647; HJC-2648; HJC-2655; HJC-2649",NA,"species",NA,49.6533333333333,-124.468333333333,"10U 394010 5501120",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,75,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-8-2"
8,8,3,"Allium cernuum","Allium cernuum","h","Allium cernuum",19970619,"Texada Island; Harwood Point; Dick Island; east end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","almost dry vernal pool at high tide line","Myosurus minimus; Hordeum brachyantherum; Festuca rubra;  Daucus pusillus; Sedum oreganum;  Allium amplectens","HJC-2643; HJC-2644; HJC-2645; HJC-2646; HJC-2647; HJC-2648; HJC-2655; HJC-2649",NA,"species",NA,49.6533333333333,-124.468333333333,"10U 394010 5501120",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,76,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-8-3"
8,8,4,"Holcus lanatus","Holcus lanatus","h","Holcus lanatus",19970619,"Texada Island; Harwood Point; Dick Island; east end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","almost dry vernal pool at high tide line","Myosurus minimus; Hordeum brachyantherum; Festuca rubra;  Daucus pusillus; Sedum oreganum;  Allium amplectens","HJC-2643; HJC-2644; HJC-2645; HJC-2646; HJC-2647; HJC-2648; HJC-2655; HJC-2649",NA,"species",NA,49.6533333333333,-124.468333333333,"10U 394010 5501120",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,77,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-8-4"
8,8,5,"Mimulus guttatus","Erythranthe guttata","h","Erythranthe guttata",19970619,"Texada Island; Harwood Point; Dick Island; east end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","almost dry vernal pool at high tide line","Myosurus minimus; Hordeum brachyantherum; Festuca rubra;  Daucus pusillus; Sedum oreganum;  Allium amplectens","HJC-2643; HJC-2644; HJC-2645; HJC-2646; HJC-2647; HJC-2648; HJC-2655; HJC-2649",NA,"species",NA,49.6533333333333,-124.468333333333,"10U 394010 5501120",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,78,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-8-5"
8,8,6,"Juncus bufonius","Juncus bufonius","h","Juncus bufonius",19970619,"Texada Island; Harwood Point; Dick Island; east end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","almost dry vernal pool at high tide line","Myosurus minimus; Hordeum brachyantherum; Festuca rubra;  Daucus pusillus; Sedum oreganum;  Allium amplectens","HJC-2643; HJC-2644; HJC-2645; HJC-2646; HJC-2647; HJC-2648; HJC-2655; HJC-2649",NA,"species",NA,49.6533333333333,-124.468333333333,"10U 394010 5501120",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,79,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-8-6"
8,8,7,"Plantago elongata","Plantago elongata","h","Plantago elongata",19970619,"Texada Island; Harwood Point; Dick Island; east end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","almost dry vernal pool at high tide line","Myosurus minimus; Hordeum brachyantherum; Festuca rubra;  Daucus pusillus; Sedum oreganum;  Allium amplectens","HJC-2643; HJC-2644; HJC-2645; HJC-2646; HJC-2647; HJC-2648; HJC-2655; HJC-2649",NA,"species",NA,49.6533333333333,-124.468333333333,"10U 394010 5501120",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,80,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-8-7"
8,9,1,"Festuca rubra","Festuca rubra","h","Festuca rubra",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal seep","Plantago elongata; Brodia coronaria; Silene antirrhina; Vulpia myuros;  Vulpia microstachys; Trifolium willdenovii; Trifolium microcephalum; Geranium carolinianum; Madia madioides;  Madia gracilis; Dichanthelium scribnerianum; Bromus tectorum","HJC-2651; HJC-2652; HJC-2653; HJC-2654; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6516666666667,-124.468888888889,"10U 393970 5500950",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,81,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-9-1"
8,9,2,"Grindelia int","Grindelia integrifolia","h","Grindelia integrifolia",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal seep","Plantago elongata; Brodia coronaria; Silene antirrhina; Vulpia myuros;  Vulpia microstachys; Trifolium willdenovii; Trifolium microcephalum; Geranium carolinianum; Madia madioides;  Madia gracilis; Dichanthelium scribnerianum; Bromus tectorum","HJC-2651; HJC-2652; HJC-2653; HJC-2654; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6516666666667,-124.468888888889,"10U 393970 5500950",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,82,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-9-2"
8,9,3,"Sedum oreganum","Sedum oreganum","h","Sedum oreganum",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal seep","Plantago elongata; Brodia coronaria; Silene antirrhina; Vulpia myuros;  Vulpia microstachys; Trifolium willdenovii; Trifolium microcephalum; Geranium carolinianum; Madia madioides;  Madia gracilis; Dichanthelium scribnerianum; Bromus tectorum","HJC-2651; HJC-2652; HJC-2653; HJC-2654; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6516666666667,-124.468888888889,"10U 393970 5500950",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,83,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-9-3"
8,9,4,"Montia parvifolia","Montia parvifolia","h","Montia parvifolia",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal seep","Plantago elongata; Brodia coronaria; Silene antirrhina; Vulpia myuros;  Vulpia microstachys; Trifolium willdenovii; Trifolium microcephalum; Geranium carolinianum; Madia madioides;  Madia gracilis; Dichanthelium scribnerianum; Bromus tectorum","HJC-2651; HJC-2652; HJC-2653; HJC-2654; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6516666666667,-124.468888888889,"10U 393970 5500950",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,84,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-9-4"
8,9,5,"Prunella vulgaris","Prunella vulgaris","h","Prunella vulgaris",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal seep","Plantago elongata; Brodia coronaria; Silene antirrhina; Vulpia myuros;  Vulpia microstachys; Trifolium willdenovii; Trifolium microcephalum; Geranium carolinianum; Madia madioides;  Madia gracilis; Dichanthelium scribnerianum; Bromus tectorum","HJC-2651; HJC-2652; HJC-2653; HJC-2654; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6516666666667,-124.468888888889,"10U 393970 5500950",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,85,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-9-5"
8,9,6,"Fragaria virginiana","Fragaria virginiana","h","Fragaria virginiana",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","part edge of rocky tide line","Madia madioides; Epilobium minutum; Sedum lanceolatum nesioticum; Polygonum spergulariiforme","HJC-2660; HJC-2661; HJC-2662; HJC-2654; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6516666666667,-124.468888888889,"10U 393970 5500950",NA,NA,NA,NA,NA,"flowering","Harvey Janszen",NA,NA,86,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-9-6"
8,9,7,"Opuntia fragilis","Opuntia fragilis","h","Opuntia fragilis",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","part edge of rocky tide line","Madia madioides; Epilobium minutum; Sedum lanceolatum nesioticum; Polygonum spergulariiforme","HJC-2660; HJC-2661; HJC-2662; HJC-2654; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6516666666667,-124.468888888889,"10U 393970 5500950",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,87,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-9-7"
8,10,1,"Veronica scutellata","Veronica scutellata","h","Veronica scutellata",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal pool at high part of islet","Agrostis exarata; Vaccinium ovatum; Cotoneaster; Lepidium virginicum","HJC-2663; HJC-2664; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,88,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-1"
8,10,2,"Malus fusca","Malus fusca","h","Malus fusca",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal pool at high part of islet","Agrostis exarata; Vaccinium ovatum; Cotoneaster; Lepidium virginicum","HJC-2663; HJC-2664; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,89,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-2"
8,10,3,"Grindellia","Grindellia","h","Grindellia",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal pool at high part of islet","Agrostis exarata; Vaccinium ovatum; Cotoneaster; Lepidium virginicum","HJC-2663; HJC-2664; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"genus",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,90,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-3"
8,10,4,"Festuca rub","Festuca rubra","h","Festuca rubra",19970619,"Texada Island; Dick Island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","vernal pool at high part of islet","Agrostis exarata; Vaccinium ovatum; Cotoneaster; Lepidium virginicum","HJC-2663; HJC-2664; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,NA,NA,NA,NA,"Harvey Janszen",NA,NA,91,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-4"
8,10,5,"Eriophyllum lanatum","Eriophyllum lanatum","h","Eriophyllum lanatum",19970619,"Texada Island; Dick Island; west end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present",NA,"Spergularia marina; Aphyllon californicum","HJC-2665B; HJC-2665C; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B","only at NW ends","species",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,92,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-5"
8,10,6,"Senecio sylvaticus","Senecio sylvaticus","h","Senecio sylvaticus",19970619,"Texada Island; Dick Island; west end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present",NA,"Spergularia marina; Aphyllon californicum","HJC-2665B; HJC-2665C; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,93,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-6"
8,10,7,"Zygadenus ven","Zygadenus venenosus","h","Toxicoscordion venenosum",19970619,"Texada Island; Dick Island; west end of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present",NA,"Spergularia marina; Aphyllon californicum","HJC-2665B; HJC-2665C; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,"moderately abundant","qualitative","uncollected, mod widespread",NA,"Harvey Janszen",NA,NA,94,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-7"
8,10,8,"Melica subulata","Melica subulata","h","Melica subulata",19970619,"Texada Island; Dick Island; interior of island","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present",NA,"Spergularia marina; Aphyllon californicum","HJC-2665B; HJC-2665C; HJC-2665A; HJC-2665D; HJC-2655; HJC-2656; HJC-2657; HJC-2658; HJC-2659A; HJC-2659B",NA,"species",NA,49.6511111111111,-124.47,"10U 393900 5500880",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,95,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-8"
8,10,9,"Mahonia aquifolium","Mahonia aquifolium","h","Berberis aquifolium",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,96,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-9"
8,10,10,"Holodiscus discolor","Holodiscus discolor","h","Holodiscus discolor",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,97,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-10"
8,10,11,"Arbutus menziesii","Arbutus menziesii","h","Arbutus menziesii",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,98,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-11"
8,10,12,"Juniperus scopulorum","Juniperus scopulorum","h","Juniperus scopulorum",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,99,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-10-12"
8,11,1,"Bromus hordeaceus","Bromus hordeaceus","h","Bromus hordeaceus",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,100,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-1"
8,11,2,"Achillea millefolium","Achillea millefolium","h","Achillea millefolium",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,101,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-2"
8,11,3,"Rosa nutkana","Rosa nutkana","h","Rosa nutkana",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,102,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-3"
8,11,4,"Rosa gymnocarpa","Rosa gymnocarpa","h","Rosa gymnocarpa",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,103,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-4"
8,11,5,"Pinus contorta","Pinus contorta","h","Pinus contorta",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,104,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-5"
8,11,6,"Ranunculus occidentalis","Ranunculus occidentalis","h","Ranunculus occidentalis",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected","past flowering","Harvey Janszen",NA,NA,105,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-6"
8,11,7,"Sanicula crassicaulis","Sanicula crassicaulis","h","Sanicula crassicaulis",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,106,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-7"
8,11,8,"Ambrosia chamissonis","Ambrosia chamissonis","h","Ambrosia chamissonis",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,107,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-8"
8,11,9,"Plantago maritima","Plantago maritima","h","Plantago maritima",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,108,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-9"
8,11,10,"Elymus mollis","Leymus mollis","h","Leymus mollis",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,109,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-10"
8,11,11,"Lathyrus japonicus","Lathyrus japonicus","h","Lathyrus japonicus",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,110,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-11"
8,11,12,"Trifolium dubium","Trifolium dubium","h","Trifolium dubium",19970619,"Texada Island; Harwood Point","Canada","British Columbia","Texada Island",NA,"Northern Gulf Islands","present","sand flats",NA,NA,NA,"species",NA,49.6533333333333,-124.468055555556,"10U 394040 5501120",NA,NA,NA,NA,"uncollected",NA,"Harvey Janszen",NA,NA,111,"Harvey Janszen Observations","HumanObservation","Northern Gulf Islands","HJ8-11-12"
