"archiveID","pageNum","numPage","vName","vSciName","conf","sciName","date","locality","country","stateProvince","island","idQualifier","county","occStatus","habitat","assColl","assCollTaxa","locationRemarks","vTaxonRank","vElevM","vLat","vLon","vUTM","vCoordUncM","numPlantsCode","orgQuantity","orgQtype","occRemarks","phenology","recordedBy","idBy","dataEntryRemarks","index"
27,5,4,"Cyti sco","Cytisus scoparius","h","Cytisus scoparius",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,88
27,5,5,"Elym gla","Elymus glaucus","h","Elymus glaucus",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,89
27,5,6,"Meli sub","Melica subulata","h","Melica subulata",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,90
27,5,7,"Brom sp","Bromus","h","Bromus",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island","Bromus c.f.",NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"question mark next to taxon name Bromus sp.",NA,NA,NA,NA,91
27,5,8,"Cama lei","Camassia leichtlinii","h","Camassia leichtlinii",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,92
27,5,9,"Eryth ore","Erythronium oregonum","m","Erythronium oregonum",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,93
27,5,10,"Allium acuminatum","Allium acuminatum","h","Allium acuminatum",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,94
27,5,11,"Luzula multiflora","Luzula multiflora","h","Luzula multiflora",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,95
27,5,12,"Sani cra","Sanicula crassicaulis","h","Sanicula crassicaulis",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,96
27,5,13,"Ramu occi","Ranunculus occidentalis","h","Ranunculus occidentalis",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,97
27,5,14,"Tori jap","Torilis japonica","h","Torilis japonica",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,98
27,5,15,"Cera arv","Cerastium arvense","h","Cerastium arvense",20040324,"Galiano Island; Mount Sutil","Canada","British Columbia","Galiano Island",NA,NA,NA,NA,NA,NA,"plot 01",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,99
