[pageNum],[numPage],[vName],[vSciName],[conf],[sciName],[date],[locality],[country],[stateProvince],[island],idQualifier,county,occStatus,habitat,assCollTaxa,assColl,locationRemarks,vTaxonRank,vElevM,vLat,vLon,vUTM,vCoordUncM,numPlantsCode,orgQuantity,orgQtype,occRemarks,phenology,recordedBy,idBy,dataEntryRemarks
5,23,Alnus rubra,Alnus rubra,h,Alnus rubra,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,24,Stellaria crispa,Stellaria crispa,h,Stellaria crispa,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,25,Trifolium microcephalum,Trifolium microcephalum,h,Trifolium microcephalum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,26,Lepidium virginicum,Lepidium virginicum,h,Lepidium virginicum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,27,Taxus brevifolia,Taxus brevifolia,h,Taxus brevifolia,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,28,Eriophyllum lanatum,Eriophyllum lanatum,h,Eriophyllum lanatum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,29,Sonchus asper,Sonchus asper,h,Sonchus asper,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,30,Clarkia amoena,Clarkia amoena,h,Clarkia amoena,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,31,Agoseris grandiflora,Agoseris grandiflora,h,Agoseris grandiflora,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,32,Hypochaeris glabra,Hypochaeris glabra,h,Hypochaeris glabra,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,33,Tsuga heterophylla,Tsuga heterophylla,h,Tsuga heterophylla,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,34,Trifolium oliganthum,Trifolium oliganthum,h,Trifolium oliganthum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,35,Arctium minus,Arctium minus,h,Arctium minus,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
5,36,Spergularia rubra,Spergularia rubra,h,Spergularia rubra,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,1,Rosa nutkana,Rosa nutkana,h,Rosa nutkana,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,2,Gnaphalium uliginosum,Gnaphalium uliginosum,m,Gnaphalium uliginosum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,3,Oenothera sarmentosa,,,,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,unable to decipher specific epithet
6,4,Lemna minor,Lemna minor,h,Lemna minor,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,5,Ranunculus aquariatum,Ranunculus aquatilis,m,Ranunculus aquatilis,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,6,Prunus emarginata,Prunus emarginata,h,Prunus emarginata,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,7,Adenocaulon bicolor,Adenocaulon bicolor,h,Adenocaulon bicolor,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,8,Satureja douglasii,Satureja douglasii,h,Clinopodium douglasii,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,"originally recorded as Yerba buena, crossed out ",,,,
6,9,Achlys triphylla,Achlys triphylla,h,Achlys triphylla,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,10,Populus tremuloides,Populus tremuloides,h,Populus tremuloides,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,11,Typha latifolia,Typha latifolia,h,Typha latifolia,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,12,Eleocharis palustris,Eleocharis palustris,h,Eleocharis palustris,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,"originally recorded as Spike rush, crossed out",,,,
6,13,Veronica officinalis,Veronica officinalis,h,Veronica officinalis,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,14,Potentilla ,Potentilla ,,,19810528,Prevost Island,Canada,British Columbia,Prevost Island, Potentilla  cf. sp. ,,,fen ,,,fen far west of lake ,,,,,,,,,,,,,,
6,15,Ranunculus flammula,Ranunculus flammula,h,Ranunculus flammula,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,16,Campanula scouleri,Campanula scouleri,h,Campanula scouleri,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,17,Acer glabrum,Acer glabrum,h,Acer glabrum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,18,Rubus armeniacus,Rubus armeniacus,h,Rubus armeniacus,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,19,Stellaria media,Stellaria media,h,Stellaria media,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,20,Myriophyllum,Myriophyllum,h,Myriophyllum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,Myriophyllum cf. sp.,,,,,,,,,,,,,,,,sp. Bracketed,,,,
6,21,Potamogeton natans,Potamogeton natans,h,Potamogeton natans,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,22,Cardamine pensylvanica,Cardamine pensylvanica,h,Cardamine pensylvanica,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,23,Berberis aquifolium,Berberis aquifolium,h,Berberis aquifolium,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,24,Lathyrus nevadensis,Lathyrus nevadensis,h,Lathyrus nevadensis,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,25,Ranunculus acris,Ranunculus acris,h,Ranunculus acris,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,26,Anthriscus scandicina,Anthriscus scandicina,h,Anthriscus caucalis,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,asterisk beside taxon name; originally Umbellifera? ,,,,
6,27,Phleum pratense,Phleum pratense,h,Phleum pratense,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,28,Nuphar polysepala,Nuphar polysepala,h,Nuphar polysepala,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,29,Galium trifidum,Galium trifidum,h,Galium trifidum,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,30,Carex obnupta,Carex obnupta,h,Carex obnupta,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,31,Equisetum arvense,Equisetum arvense,h,Equisetum arvense,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,32,Veronica scutellata,Veronica scutellata,h,Veronica scutellata,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,33,Goodyera oblongifolia,Goodyera oblongifolia,h,Goodyera oblongifolia,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,34,Arenaria macrophylla,Arenaria macrophylla,h,Moehringia macrophylla,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
6,35,Arabis hirsuta,Arabis hirsuta,l,Arabis hirsuta,19810528,Prevost Island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,"very rare in area, maybe I did not decipher name right? "
7,1,Elymus mollis,Elymus mollis,h,Leymus mollis,19810528,Prevost Island; small island on east end of island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
7,2,Plectritis congesta,Plectritis congesta,h,Plectritis congesta,19810528,Prevost Island; small island on east end of island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
7,3,Sedum lanceolatum,Sedum lanceolatum,h,Sedum lanceolatum,19810528,Prevost Island; small island on east end of island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
7,4,Vicia americana,Vicia americana,h,Vicia americana,19810528,Prevost Island; small island on east end of island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
7,5,Camassia leichtlinii,Camassia leichtlinii,h,Camassia leichtlinii,19810528,Prevost Island; small island on east end of island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
7,6,Zygadenus venenosus,Zygadenus venenosus,h,Toxicoscordion venenosum,19810528,Prevost Island; on islands to south of island,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
7,7,G,[G] microcephala,,,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,cannot decipher genus name
7,8,Lychnis coronaria,Lychnis coronaria,h,Silene coronaria,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,spreading ,,,,
7,9,G. purpurea,[G] purpurea,,,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,cannot decipher genus name
7,10,Listera cordata,Listera cordata,h,Neottia cordata,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,,,,,,,,,,,,,,,
7,11,Vinca major,Vinca major,h,Vinca major,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,around old light keepers house,,,,,,,,persistant,qualitative,varigated,,,,
7,12,Sedum album,Sedum album,h,Sedum album,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,around old light keepers house,,,,,,,,persistant,qualitative,,,,,
7,13,Santolina chamaecyparissus,Santolina chamaecyparissus,h,Santolina chamaecyparissus,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,around old light keepers house,,,,,,,,persistant,qualitative,,,,,
7,14,Hypericum calycinum,Hypericum calycinum,h,Hypericum calycinum,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,around old light keepers house,,,,,,,,persistant,qualitative,,,,,
7,15,Cytisus scoparius,Cytisus scoparius,h,Cytisus scoparius,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,around old light keepers house,,,,,,,,1,individuals,single at sea edge ,,,,
7,16,Linum valerian,,,,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,,,,,,,around old light keepers house,,,,,,,,,,non-flowering ,vegetative,,,cannot decipher name it was replaced with 
7,17,Myriophyllum,Myriophyllum,h,Myriophyllum,19810528,Prevost Island; north east point ,Canada,British Columbia,Prevost Island,Myriophyllum cf. sp. ,,,,,,around old light keepers house,,,,,,,,,,,,,,
8,1,Artemisia campestris,Artemisia campestris,h,Artemisia campestris,19810527,Saturna Island; Monarch Head,Canada,British Columbia,Saturna Island,,,,,,,,,,,,,,,,,,,,,
8,2,Trifolium macraei,Trifolium macraei,h,Trifolium macraei,19810527,Saturna Island; Monarch Head,Canada,British Columbia,Saturna Island,,,,,,,,,,,,,,,,,lots at M. h.,,,,
8,3,Saxifraga caespitosa,Saxifraga caespitosa,h,Saxifraga cespitosa,19810527,Saturna Island; Cactus Point,Canada,British Columbia,Saturna Island,,,,,,,,,,,,,,,,,,,,,
8,4,Sedum,Sedum,h,Sedum,19810610,North Pender Island; Port Washington; George Hill,Canada,British Columbia,North Pender Island,,,,,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",,,,,,,,,,,"asst planted (underlined), well established",,,,
8,5,Papaver orientale,Papaver orientale,h,Papaver orientale,19810610,North Pender Island; Port Washington; George Hill,Canada,British Columbia,North Pender Island,,,,,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",,,,,,,,,,,"asst planted (underlined), not much spreading",,,,
8,6,Papaver somniferum,Papaver somniferum,h,Papaver somniferum,19810610,North Pender Island; Port Washington; George Hill,Canada,British Columbia,North Pender Island,,,,,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",,,,,,,,,,,"asst planted (underlined), not much spreading",,,,
8,7,Calendula,Calendula,h,Calendula,19810610,North Pender Island; Port Washington; George Hill,Canada,British Columbia,North Pender Island,,,,,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",,,,,,,,,,,"asst planted (underlined), not much spreading",,,,
8,8,Oenothera,Oenothera,h,Oenothera,19810610,North Pender Island; Port Washington; George Hill,Canada,British Columbia,North Pender Island,,,,,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",,,,,,,,,,,"asst planted (underlined), not much spreading",,,,
9,1,Sedum albus,Sedum album,h,Sedum album,19810610,North Pender Island; Port Washington; George Hill,Canada,British Columbia,North Pender Island,,,,sea side,"Taxus brevifolia, Juncus bufonius, Deschampsia elongata, Geranium carolinianum, Silene coronaria, Montia sibirica, Lepidium virginicum, Alopecurus geniculatus, Physocarpus capitatus","1947, 1948, 1949, 1950, 1951, 1952, 1953, 1954, 1955",around dock,,,,,,,,,,around dock,,,,
10,1,Juncus acuminatus,Juncus acuminatus,h,Juncus acuminatus,19810615,North Pender Island; Port Washington,Canada,British Columbia,North Pender Island,Juncus c.f. acuminatus,,,wet meadow,"Stellaria calycantha, Daphne laureola, Hypochaeris radicata, Pyrola asarifolia, Sanguisorba minor, Veronica serpyllifolia, Trifolium campestre, Polygonum spergulariiforme, Brodia coronaria,  Lupinus bicolor, Agoseris heterophylla, Festuca rubra litoralis, Triteleia hyacinthina, Potentilla gracilis, Anthemis arvensis, Carex aurea, Lotus corniculatus","1956, 1957, 1958, 1959, 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972",,,,,,,,,,,several species of rush poss Juncus acuminatus,,,,
10,2,Juncus gracilis,Juncus gracilis,h,Marsippospermum gracile,19810615,North Pender Island; Port Washington,Canada,British Columbia,North Pender Island,,,,wet meadow,"Stellaria calycantha, Daphne laureola, Hypochaeris radicata, Pyrola asarifolia, Sanguisorba minor, Veronica serpyllifolia, Trifolium campestre, Polygonum spergulariiforme, Brodia coronaria,  Lupinus bicolor, Agoseris heterophylla, Festuca rubra litoralis, Triteleia hyacinthina, Potentilla gracilis, Anthemis arvensis, Carex aurea, Lotus corniculatus","1956, 1957, 1958, 1959, 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972",,,,,,,,,,,,,,,uncertain of updated name 
10,3,[Thalaspi arvense]?,,,,19810619,North Pender Island; Magic Lake; horse padoc,Canada,British Columbia,North Pender Island,,,,,,,,,,,,,,,,,,,,,cannot decipher taxon name
10,4,Myriophyllum,Myriophyllum,h,Myriophyllum,19810619,North Pender Island; Magic Lake; horse padoc,Canada,British Columbia,North Pender Island,,,,,,,,,,,,,,,,,,,,,
10,5,Lotus corniculatus,Lotus corniculatus,h,Lotus corniculatus,19810619,North Pender Island; Ross Smith Fields,Canada,British Columbia,North Pender Island,,,,,,,,,,,,,,,abundant,qualitative,,,,,
11,1,Polygonum coccineum,Polygonum coccineum,h,Persicaria amphibia emersa,19810619,North Pender Island; Magic Lake; fen below lake,Canada,British Columbia,North Pender Island,c.f. Polygonum coccineum,,,fen,"Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",,,,,,,,,,,taxon name underlined,,,,
11,2,Hippuris vulgaris,Hippuris vulgaris,h,Hippuris vulgaris,19810619,North Pender Island; Magic Lake; fen below lake,Canada,British Columbia,North Pender Island,,,,fen,"Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",,,,,,,,,,,,,,,
11,3,Lycopus,Lycopus,h,Lycopus,19810619,North Pender Island; Magic Lake; fen below lake,Canada,British Columbia,North Pender Island,,,,fen,"Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",,,,,,,,,,,recheck,,,,
11,4,Juncus balticus- filiformis,Juncus balticus filiformis,h,Juncus balticus filiformis,19810619,North Pender Island; Magic Lake; fen below lake,Canada,British Columbia,North Pender Island,,,,fen,"Tragopogon porrifolius, Medicago lupulina, Sisyrinchium angustifolium, Centaurea nigra, Carex oederi, Pinus contorta, Populus balsamifera, Sisyrinchium palmifolium palmifolium","1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984",,,,,,,,,,,recheck,,,,
12,1,Crataegus douglasii,Crataegus douglasii,h,Crataegus douglasii,19810707,Galiano Island; near G. lodge,Canada,British Columbia,Galiano Island,,,,,,,,,,,,,,,,,,,,,
12,2,Eschscholzia californica,Eschscholzia californica,h,Eschscholzia californica,19810707,Galiano Island; Sturdies Bay,Canada,British Columbia,Galiano Island,,,,,,,,,,,,,,,,,,,,,
12,3,Conioselinum pacificum,Conioselinum pacificum,h,Conioselinum gmelinii,19810707,Galiano Island; [lain penn.]?,Canada,British Columbia,Galiano Island,,,,,,,,,,,,,,,,,,,,,
12,4,Hypericum calycinum,Hypericum calycinum,h,Hypericum calycinum,19810707,Galiano Island,Canada,British Columbia,Galiano Island,,,,,,,on slope above [short cut]? to ferry,,,,,,,,,,well established,,,,
17,1,Anagallis arvensis,Anagallis arvensis,m,Anagallis arvensis,19810718,Saturna Island; free school ,Canada,British Columbia,Saturna Island,,,,,Persicaria lapathifolia,2062,,,,,,,,,,,,,,,
17,2,Festuca myuros,Festuca myuros,h,Festuca myuros,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,3,Arbutus menziesii,Arbutus menziesii,h,Arbutus menziesii,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,4,Pseudotsuga menziesii,Pseudotsuga menziesii,h,Pseudotsuga menziesii,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,5,Quercus garryana,Quercus garryana,h,Quercus garryana,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,6,Holodiscus discolor,Holodiscus discolor,h,Holodiscus discolor,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,7,Symphoricarpos albus,Symphoricarpos albus,h,Symphoricarpos albus,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,8,Rosa gymnocarpa,Rosa gymnocarpa,h,Rosa gymnocarpa,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,9,Cytisus scoparius,Cytisus scoparius,h,Cytisus scoparius,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,10,Rubus leucodermis,Rubus leucodermis,h,Rubus leucodermis,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,11,Heuchera micrantha,Heuchera micrantha,h,Heuchera micrantha,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,12,Bromus pacificus,Bromus pacificus,h,Bromus pacificus,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,13,Elymus glaucus,Elymus glaucus,h,Elymus glaucus,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,14,Berberis aquifolium,Berberis aquifolium,h,Berberis aquifolium,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,15,Lonicera hispidula,Lonicera hispidula,h,Lonicera hispidula,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,16,Paxistima myrsinites,Paxistima myrsinites,h,Paxistima myrsinites,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,17,Gaultheria shallon,Gaultheria shallon,h,Gaultheria shallon,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,18,Salix (scouleriana),Salix scouleriana,h,Salix scouleriana,19810728,Parker Island,Canada,British Columbia,Parker Island,Salix c.f. scouleriana,,,,,,,,,,,,,,,,Salix (scouleriana),,,,
17,19,Sedum spathulifolium,Sedum spathulifolium,h,Sedum spathulifolium,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,20,Plantago maritima,Plantago maritima,h,Plantago maritima,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
17,21,Hypochaeris radicata,Hypochaeris radicata,h,Hypochaeris radicata,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,1,Aira praecox,Aira praecox,h,Aira praecox,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,2,Vicia americana,Vicia americana,h,,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,3,Juniperus scopulorum,Juniperus scopulorum,h,Juniperus scopulorum,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,4,Amlanchier alnifolia,Amelanchier alnifolia,h,Amelanchier alnifolia,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,5,Goodyera oblongifolia,Goodyera oblongifolia,h,Goodyera oblongifolia,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,6,Madia madioides,Madia madioides,h,Madia madioides,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,7,Linnaea borealis,Linnaea borealis,h,Linnaea borealis,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,8,Bromus vulgaris,Bromus vulgaris,h,Bromus vulgaris,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,9,Thuja plicata,Thuja plicata,h,Thuja plicata,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,10,Trifolium repens,Trifolium repens,h,Trifolium repens,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,11,Berberis nervosa,Berberis nervosa,h,Berberis nervosa,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,12,Plantago lanceolata,Plantago lanceolata,h,Plantago lanceolata,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,13,Habenaria elegans,Habenaria elegans,h,Platanthera elegans,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,14,Hordeum brachyantherum,Hordeum brachyantherum,h,Hordeum brachyantherum,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,15,Cerastium arvense,Cerastium arvense,h,Cerastium arvense,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,16,Cerastium viscosum,Cerastium viscosum,h,Cerastium viscosum,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,17,Fritillaria lanceolata,Fritillaria lanceolata,h,Fritillaria lanceolata,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,[(dry)]?,,,,
18,18,Festuca rubra,Festuca rubra,h,Festuca rubra,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,19,Luzula campestris,Luzula campestris,h,Luzula campestris,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,20,Aira caryophyllea,Aira caryophyllea,h,Aira caryophyllea,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,21,Trientalis latifolia,Trientalis latifolia,h,Lysimachia latifolia,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,22,Polypodium glycyrrhiza,Polypodium glycyrrhiza,h,Polypodium glycyrrhiza,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,23,Festuca occidentalis,Festuca occidentalis,h,Festuca occidentalis,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,24,Trisetum canescens,Trisetum canescens,h,Trisetum canescens,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,asterisk crossed out beside taxon name,,,,
18,25,Rubus ursinus,Rubus ursinus,h,Rubus ursinus,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,26,Holcus lanatus,Holcus lanatus,h,Holcus lanatus,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,27,T. dubium,Trifolium dubium,m,Trifolium dubium,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
18,28,Polystichum munitum,Polystichum munitum,h,Polystichum munitum,19810728,Parker Island,Canada,British Columbia,Parker Island,,,,,,,,,,,,,,,,,,,,,
