Element Code,Scientific Name,English Name,Biogeoclimatic Units,Provincial,BC List,Global,COSEWIC,SARA,Provincial FRPA,Land Use Objectives,CDC Mapped Locations - Public,CDC Mapped Locations - Confidential
PDCAR0U230,Silene vulgaris,bladder campion,,SNA (2019),Exotic,GNR (1994),,,,,,
PDAST8M010,Silybum marianum,milk thistle,,SNA (2019),Exotic,GNR (1994),,,,,,
PDBRA2B010,Sinapis alba,white mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2B020,Sinapis arvensis,corn mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2C010,Sisymbrium altissimum,tall tumble-mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA28010,Sisymbrium linifolium,plains mustard,,SU (2019),Unknown,G5 (1993),,,,,,
PDBRA2C050,Sisymbrium loeselii,Loesel's tumble-mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2C060,Sisymbrium officinale,hedge mustard,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2C070,Sisymbrium orientale,eastern tumble-mustard,,SNA (2019),Exotic,GNR,,,,,,
PMIRI0D090,Sisyrinchium californicum,golden-eyed-grass,,S4 (2019),Yellow,G4? (2002),,,,,,
PMIRI0D0T2,Sisyrinchium idahoense var. idahoense,Idaho blue-eyed-grass,,S3S4 (2001),Yellow,G5T4 (1996),,,,,,
PMIRI0D0T1,Sisyrinchium idahoense var. macounii,Idaho blue-eyed-grass,,S3S4 (2001),Yellow,G5TNR,,,,,,
PMIRI0D0T3,Sisyrinchium idahoense var. occidentale,Idaho blue-eyed grass,IDFxh; PPxh,S1S3 (2015),Red,G5T3T5 (2002),,,,,Y,
PMIRI0D0T4,Sisyrinchium idahoense var. segetum,Idaho blue-eyed-grass,CDFmm,S1 (2014),Red,G5TNR,,,,,,
PMIRI0D0X0,Sisyrinchium littorale,shore blue-eyed-grass,,S5 (2019),Yellow,G4 (2016),,,,,,
PMIRI0D112,Sisyrinchium montanum var. montanum,mountain blue-eyed-grass,,S5 (2019),Yellow,G5T5 (2015),,,,,,
PMIRI0D180,Sisyrinchium septentrionale,northern blue-eyed-grass,,S2 (2019),Red,G4 (2016),,,,,,
PDAPI22030,Sium suave,hemlock water-parsnip,,S5 (2019),Yellow,G5 (2016),,,,,,
PDBRA2D025,Smelowskia americana,alpine smelowskia,,S4? (2019),Yellow,G3G5 (2002),,,,,,
PDBRA2D040,Smelowskia ovalis,short-fruited smelowskia,,S3S4 (2019),Yellow,G5 (1996),,,,,,
PDSOL0Z010,Solanum americanum,American black nightshade,,SNA (2019),Exotic,G5 (1988),,,,,,
PDSOL0Z0M0,Solanum dulcamara,European bittersweet,,SNA (2019),Exotic,GNR,,,,,,
PDSOL0Z410,Solanum emulans,eastern nightshade,,SNA,Exotic,G5 (2016),,,,,,
PDSOL0H010,Solanum lycopersicum,garden tomato,,SNA (2019),Exotic,GNR,,,,,,
PDSOL0Z1H1,Solanum nigrum ssp. nigrum,black nightshade,,SNA (2008),Exotic,GNRTNR,,,,,,
PDSOL0Z1H2,Solanum nigrum ssp. schultesii,black nightshade,,SNA (2008),Exotic,GNRTNR,,,,,,
PDSOL0Z3C0,Solanum physalifolium,hairy nightshade,,SNA (2019),Exotic,GNR,,,,,,
PDSOL0Z2C0,Solanum rostratum,buffalo-bur,,SNA (2019),Exotic,G5? (1993),,,,,,
PDSOL0Z240,Solanum triflorum,cut-leaved nightshade,,SNA (2019),Exotic,G5 (1990),,,,,,
NBHEP3L020,Solenostoma confertissimum,,,S3 (2021),Blue,G5 (1999),,,,,,
NBHEP1P0N0,Solenostoma fusiforme,,,SU (2021),Unknown,GU (2015),,,,,,
NBHEP1P090,Solenostoma hyalinum,,,S2S3 (2021),Blue,G5 (1991),,,,,,
NBHEP3L050,Solenostoma obovatum,,,S4 (2021),Yellow,GNR,,,,,,
NBHEP1P050,Solenostoma obscurum,,,S2 (2021),Red,G2G4 (1999),,,,,,
NBHEP1P0G0,Solenostoma rubrum,,,S4 (2021),Yellow,G3G5 (2017),,,,,,
NBHEP1P0M0,Solenostoma schusterianum,,,S2S3 (2021),Blue,GNR,,,,,,
NBHEP3L040,Solenostoma sphaerocarpum,,,S3 (2021),Blue,G5 (1991),,,,,,
PDAST8P0B3,Solidago altissima ssp. gilvocanescens,tall goldenrod,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDAST8P2U8,Solidago bellidifolia,spikelike goldenrod,,SU (2019),Unknown,G5T5 (2016),,,,,,
PDAST8P3Q0,Solidago canadensis,Canada goldenrod,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST8P3T0,Solidago elongata,west coast goldenrod,,S5 (2019),Yellow,G5 (2019),,,,,,
PDAST8P0Q3,Solidago gigantea var. shinnersii,smooth goldenrod,ICHxw; IDFdk; IDFxh; MSxk,S3,Blue,G5TNR,,,,,Y,
PDAST8P3K0,Solidago glutinosa,sticky goldenrod,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST8P2D2,Solidago lepida var. lepida,western Canada goldenrod,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDAST8P2D3,Solidago lepida var. salebrosa,western Canada goldenrod,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDAST8P100,Solidago missouriensis,Missouri goldenrod,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST8P110,Solidago mollis,velvety goldenrod,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST8P3I0,Solidago multiradiata,northern goldenrod,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST8P141,Solidago nemoralis ssp. decemflora,field goldenrod,,S4 (2019),Yellow,G5T5 (2016),,,,,,
PDAST8P1P5,Solidago rugosa var. rugosa,rough-stemmed goldenrod,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDAST8Q050,Soliva sessilis,carpet burweed,,SNA (2019),Exotic,GNR,,,,,,
PDAST8R012,Sonchus arvensis ssp. arvensis,perennial sow-thistle,,SNA (2000),Exotic,GNRTNR,,,,,,
PDAST8R013,Sonchus arvensis ssp. uliginosus,perennial sow-thistle,,SNA (2000),Exotic,GNRTNR (1994),,,,,,
PDAST8R020,Sonchus asper,prickly sow-thistle,,SNA (2019),Exotic,GNR,,,,,,
PDAST8R030,Sonchus oleraceus,common sow-thistle,,SNA (2019),Exotic,GNR,,,,,,
PDROS1P020,Sorbus aucuparia,European mountain-ash,,SNA (2019),Exotic,G5 (1994),,,,,,
PDROS1P0D0,Sorbus intermedia,Swedish whitebeam,,SNA (2019),Exotic,GNR,,,,,,
PDROS1P0G0,Sorbus scopulina,western mountain ash,,S5 (2019),Yellow,G5 (2016),,,,,,
PDROS1P0B3,Sorbus sitchensis var. grayi,Sitka mountain-ash,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDROS1P0B4,Sorbus sitchensis var. sitchensis,Sitka mountain-ash,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PMPOA5R025,Sorghum bicolor ssp. bicolor,grain sorghum,,SNA (2019),Exotic,GNRTNR,,,,,,
PMSPA010D0,Sparganium angustifolium,narrow-leaved bur-reed,,S5 (2019),Yellow,G5 (2016),,,,,,
PMSPA010C0,Sparganium emersum,emersed bur-reed,,S5 (2019),Yellow,G5 (2014),,,,,,
PMSPA01050,Sparganium eurycarpum,broad-fruited bur-reed,,S5 (2019),Yellow,G5 (2016),,,,,,
PMSPA01060,Sparganium fluctuans,water bur-reed,,S4 (2019),Yellow,G5 (2015),,,,,,
PMSPA01080,Sparganium hyperboreum,northern bur-reed,,S5 (2019),Yellow,G5 (2016),,,,,,
PMSPA01090,Sparganium natans,small bur-reed,,S5 (2019),Yellow,G5 (2015),,,,,,
PMPOA5S020,Spartina anglica,English cordgrass,,SNA (2019),Exotic,GU (1997),,,,,,
PMPOA5S0C0,Spartina densiflora,dense-flowered cordgrass,,SNA (2019),Exotic,GNR,,,,,,
PMPOA5S060,Spartina gracilis,alkali cordgrass,,S4 (2019),Yellow,G5 (2016),,,,,,
PMPOA5S080,Spartina patens,salt meadowgrass,,SNA (2019),Exotic,G5 (2016),,,,,,
PMPOA5S090,Spartina pectinata,prairie cordgrass,,SU (2021),Unknown,G5 (2016),,,,,,
PDCAR0V010,Spergula arvensis,corn-spurry,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0W032,Spergularia canadensis var. occidentalis,Canadian sand-spurry,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDCAR0W063,Spergularia macrotheca var. macrotheca,beach sand-spurry,,S4? (2019),Yellow,G5T3T5 (2002),,,,,,
PDCAR0W0A0,Spergularia rubra,red sand-spurry,,SNA (2019),Exotic,G5 (1984),,,,,,
PDCAR0W0E0,Spergularia rupicola,cliff sand-spurrey,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0W0D0,Spergularia salina,salt marsh sand-spurry,,SNA (2019),Exotic,G5 (2016),,,,,,
PDMAL14041,Sphaeralcea coccinea var. coccinea,scarlet globe-mallow,,SU (2019),Unknown,G5T5 (2016),,,,,Y,
PDMAL140F0,Sphaeralcea munroana,Munroe's globe-mallow,,SU (2019),Unknown,G4 (1987),,,,,Y,
NBHEP35060,Sphaerocarpos texanus,,,S2S3 (2021),Blue,G5 (1994),,,,,,
NBMUS6Z480,Sphagnum alaskense,,,S3 (2015),Blue,GNR,,,,,,
NBMUS6Z1V0,Sphagnum angustifolium,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z020,Sphagnum annulatum,,,SU (2015),Unknown,GNR,,,,,,
NBMUS6Z030,Sphagnum aongstroemii,,CWH,S3 (2015),Blue,G5 (2017),,,,,,
NBMUS6Z1R0,Sphagnum austinii,,,S3S4 (2015),Yellow,G5 (2017),,,,,,
NBMUS6Z040,Sphagnum balticum,,BAFA; CWH; SBS; SWB,S2S3 (2015),Blue,G5 (2015),,,,,,
NBMUS6Z050,Sphagnum capillifolium,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z060,Sphagnum centrale,,,S3 (2015),Blue,G5 (2015),,,,,,
NBMUS6Z070,Sphagnum compactum,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z1T0,Sphagnum contortum,,CWH; SBS,S3 (2015),Blue,G5 (1990),,,,,,
NBMUS6Z080,Sphagnum cuspidatum,,,SNA (2015),Exotic,G5 (2015),,,,,,
NBMUS6Z640,Sphagnum divinum,,,S4S5 (2020),Yellow,GNR,,,,,,
NBMUS6Z0A0,Sphagnum fimbriatum,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z0D0,Sphagnum fuscum,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z0E0,Sphagnum girgensohnii,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z1A5,Sphagnum inexspectatum,,,SNR,Not Reviewed,GNR,,,,,,
NBMUS6Z0H0,Sphagnum junghuhnianum,,,S1 (2015),Red,GNR,,,,,,
NBMUS6Z0H1,Sphagnum junghuhnianum var. pseudomolle,,CWHvh,S1 (2015),Red,GNRTNR,,,,,,
NBMUS6Z0K0,Sphagnum lindbergii,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z0N0,Sphagnum majus,,,S1 (2015),Red,G5 (2015),,,,,,
NBMUS6Z0P0,Sphagnum mendocinum,,,S4S5 (2015),Yellow,G4G5 (2015),,,,,,
NBMUS6Z2C0,Sphagnum miyabeanum,,,S4 (2021),Yellow,GNR,,,,,,
NBMUS6Z220,Sphagnum orientale,,,SNR,Not Reviewed,G2G4 (2000),,,,,,
NBMUS6Z320,Sphagnum pacificum,,,S4S5 (2015),Yellow,G4G5 (2011),,,,,,
NBMUS6Z0T0,Sphagnum palustre,,,S4S5 (2015),Yellow,G5 (2017),,,,,,
NBMUS6Z0U0,Sphagnum papillosum,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z0X0,Sphagnum platyphyllum,,,S3S4 (2015),Yellow,G5 (2017),,,,,,
NBMUS6Z560,Sphagnum quinquefarium,,CWH,S3 (2015),Blue,G5 (2017),,,,,,
NBMUS6Z130,Sphagnum riparium,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z1Z0,Sphagnum rubellum,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z2B0,Sphagnum rubiginosum,,,S4S5 (2015),Yellow,GNR,,,,,,
NBMUS6Z140,Sphagnum russowii,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z160,Sphagnum squarrosum,,,S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z190,Sphagnum subnitens,,,S4? (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z1B0,Sphagnum tenellum,,,S4S5 (2015),Yellow,G5 (2017),,,,,,
NBMUS6Z1D0,Sphagnum teres,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z1F0,Sphagnum warnstorfii,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS6Z2A0,Sphagnum wilfii,,,SU (2015),Unknown,G2G3 (2015),,,,,,
NBMUS6Z1G0,Sphagnum wulfianum,,ICH; SBS,S2S3 (2015),Blue,G5 (2015),,,,,,
NBHEP36010,Sphenolobopsis pearsonii,,,S2 (2021),Red,G2? (1998),,,,,,
NBHEP04054,Sphenolobus minutus var. weberi,,,S4 (2021),Yellow,G5TNR,,,,,,
NBHEP04060,Sphenolobus saxicola,,,S1S3 (2021),Red,G3G4 (1999),,,,,,
PMPOA5T060,Sphenopholis intermedia,slender wedgegrass,,S4S5 (2019),Yellow,G5 (2015),,,,,,
PMPOA5T030,Sphenopholis obtusata,prairie wedgegrass,,SU (2019),Unknown,G5 (2016),,,,,,
PDROS1Q053,Spiraea douglasii var. douglasii,hardhack,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDROS1Q052,Spiraea douglasii var. menziesii,pink spirea,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDROS1Q061,Spiraea japonica var. fortunei,fortune meadowsweet,,SNA (2019),Exotic,G5TNR,,,,,,
PDROS1Q022,Spiraea lucida,birch-leaved spirea,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDROS1Q0N2,Spiraea splendens var. splendens,subalpine spirea,,S3S4 (2019),Yellow,G5T5 (1999),,,,,,
PDROS1Q0B0,Spiraea stevenii,Steven's spirea,,S3S4 (2019),Yellow,G5 (2016),,,,,,
PDROS1Q0J0,Spiraea x pyramidata,pyramid spirea,,SNA (2021),No Status,GNA (1994),,,,,,
PMORC2B100,Spiranthes diluvialis,Ute lady's tresses,BGxh; PPxh,S1 (2019),Red,G2G3 (2020),E,,,,Y,
PMORC2B0V0,Spiranthes romanzoffiana,hooded ladies' tresses,,S5 (2019),Yellow,G5 (2016),,,,,,
PMLEM02010,Spirodela polyrhiza,great duckweed,,S5 (2019),Yellow,G5 (2015),,,,,,
NBMUS71010,Splachnum ampullaceum,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
NBMUS71020,Splachnum luteum,,,S3S4 (2015),Yellow,G5 (2017),,,,,,
NBMUS71040,Splachnum rubrum,,,S3S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS71050,Splachnum sphaericum,,,S4 (2015),Yellow,G4G5 (2015),,,,,,
NBMUS71060,Splachnum vasculosum,,BWBS; SBS,S2S3 (2015),Blue,G4G5 (2015),,,,,,
PMPOA5V020,Sporobolus airoides,hairgrass dropseed,BGxh,S2S3 (2019),Blue,G5 (2016),,,,,Y,Y
PMPOA5V161,Sporobolus compositus var. compositus,rough dropseed,,S4 (2019),Yellow,G5T5 (1995),,,,,,
PMPOA5V070,Sporobolus cryptandrus,sand dropseed,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOA5V0L0,Sporobolus neglectus,small dropseed,,SNA,Exotic,G5 (2016),,,,,,
PMPOA5V0X2,Sporobolus vaginiflorus var. vaginiflorus,poverty grass,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDLAM1X040,Stachys arvensis,field hedge-nettle,,SNA (2019),Exotic,GNR,,,,,,
PDLAM1X080,Stachys byzantina,lamb's-ear,,SNA (2019),Exotic,GNR (1993),,,,,,
PDLAM1X1F0,Stachys chamissonis var. cooleyae,Cooley's hedge-nettle,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDLAM1X0N0,Stachys mexicana,Mexican hedge-nettle,,S4 (2019),Yellow,G5 (1990),,,,,,
PDLAM1X1A0,Stachys palustris var. pilosa,swamp hedge-nettle,,S4 (2019),Yellow,G5 (2015),,,,,,
NBMUS72010,Stegonia latifolia var. latifolia,,,S3 (2015),Blue,G5T4T5 (2014),,,,,,
PDCAR0X020,Stellaria alsine,bog starwort,,SNA (2019),Exotic,G5 (2016),,,,,,
PDCAR0X171,Stellaria borealis ssp. borealis,boreal starwort,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDCAR0X172,Stellaria borealis ssp. sitchana,boreal starwort,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDCAR0X060,Stellaria calycantha,northern starwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAR0X090,Stellaria crassifolia,thick-leaved starwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAR0X0B0,Stellaria crispa,crisp starwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAR0X0F0,Stellaria graminea,grass-leaved starwort,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0X0H0,Stellaria humifusa,salt marsh starwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAR0X0M0,Stellaria longifolia,long-leaved starwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCAR0X1D1,Stellaria longipes ssp. longipes,long-stalked starwort,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDCAR0X0P0,Stellaria media,common chickweed,,SNA (2019),Exotic,GNR,,,,,,
PDCAR0X0T0,Stellaria nitens,shining starwort,,S5 (2019),Yellow,G5 (2019),,,,,,
PDCAR0X0U0,Stellaria obtusa,blunt-sepaled starwort,,S4 (2019),Yellow,G5 (1990),,,,,,
PDCAR0X0P3,Stellaria pallida,lesser chickweed,,SNA (2019),Exotic,GNRTNR,,,,,,
PDCAR0X120,Stellaria umbellata,umbellate starwort,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST8U0F0,Stephanomeria tenuifolia,narrow-leaved stephanomeria,,S5 (2019),Yellow,G5 (2019),,,,,,
NBMUS3V030,Stereodon callichrous,,,S4S5 (2011),Yellow,G5? (2000),,,,,,
NBMUS3V0A0,Stereodon hamulosus,,,S3 (2015),Blue,G4G5 (2015),,,,,,
NBMUS3V0P0,Stereodon holmenii,,CMA; SWB,S3 (2015),Blue,G4G5 (2015),,,,,,
NBMUS3V0F0,Stereodon pratensis,,,S4 (2015),Yellow,G5 (2015),,,,,,
NBMUS1F080,Straminergon stramineum,,,S4S5 (2015),Yellow,G5 (2015),,,,,,
PMLIL1X010,Streptopus amplexifolius,clasping twistedstalk,,S5 (2019),Yellow,G5 (2013),,,,,,
PMLIL1X024,Streptopus lanceolatus var. curvipes,rosy twistedstalk,,S5 (2019),Yellow,G5T4? (2002),,,,,,
PMLIL1X030,Streptopus streptopoides,small twisted-stalk,,S5 (2019),Yellow,G5 (2016),,,,,,
PPBLE01080,Struthiopteris spicant,deer fern,,S5 (2019),Yellow,G5 (2015),,,,,,
PMPOT03091,Stuckenia filiformis ssp. alpina,slender-leaved pondweed,,S4 (2001),Yellow,G5T5 (2016),,,,,,
PMPOT03092,Stuckenia filiformis ssp. occidentalis,slender-leaved pondweed,,S4 (2001),Yellow,G5T5 (2015),,,,,,
PMPOT030S0,Stuckenia pectinata,fennel-leaved pondweed,,S5 (2019),Yellow,G5 (2016),,,,,,
PMPOT03140,Stuckenia vaginata,sheathing pondweed,,S4 (2019),Yellow,G5 (2015),,,,,,
PDCHE0P0H0,Suaeda calceoliformis,seablite,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCHE0P0M0,Suaeda linifolia,pin-leaf seepweed,,SNA (2019),Exotic,GNR,,,,,,
PDBRA2H012,Subularia aquatica ssp. americana,awlwort,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDSAX0W020,Suksdorfia violacea,violet suksdorfia,,S4S5 (2019),Yellow,G4G5 (2019),,,,,,
PDGEN0H010,Swertia perennis,alpine bog swertia,,S4 (2019),Yellow,G5 (1990),,,,,,
PDCPR05021,Symphoricarpos albus var. albus,common snowberry,,S3S4 (2001),Yellow,G5T5 (2016),,,,,,
PDCPR05022,Symphoricarpos albus var. laevigatus,common snowberry,,S5 (2000),Yellow,G5T5 (2016),,,,,,
PDCPR05040,Symphoricarpos hesperius,trailing snowberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCPR05080,Symphoricarpos occidentalis,western snowberry,,S5 (2019),Yellow,G5 (2016),,,,,,
PDCPR050E0,Symphoricarpos oreophilus,Mountain Snowberry,,S3 (2019),Blue,G5 (2003),,,,,,
PDCPR050A3,Symphoricarpos oreophilus var. utahensis,mountain snowberry,IDFdm,S3 (2019),Blue,G5T5 (2015),,,,,Y,
PDASTE8070,Symphyotrichum boreale,rush aster,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST0T580,Symphyotrichum bracteolatum,Eaton's aster,,S5 (2019),Yellow,GNA (1993),,,,,,
PDASTE8090,Symphyotrichum campestre,meadow aster,,S5 (2019),Yellow,G5 (2019),,,,,,
PDASTE8460,Symphyotrichum chilense,common California aster,,S5 (2019),Yellow,G5 (2016),,,,,,
PDASTE8010,Symphyotrichum ciliatum,rayless alkali aster,,S4S5 (2019),Yellow,G5 (2016),,,,,,
PDASTE8480,Symphyotrichum ciliolatum,Lindley's aster,,S5 (2019),Yellow,G5 (2016),,,,,,
PDASTE80B0,Symphyotrichum cusickii,Cusick's aster,ESSFdm,S3 (2019),Blue,G4? (2001),,,,,Y,
PDASTE80L3,Symphyotrichum ericoides var. pansum,tufted white prairie aster,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDASTE80N2,Symphyotrichum falcatum var. commutatum,white prairie aster,PPdh,S1? (2016),Red,G5T4T5 (2016),,,,,Y,
PDASTE80N4,Symphyotrichum falcatum var. falcatum,little gray aster,,S4 (2015),Yellow,G5T4T5 (2016),,,,,,
PDASTE80Q1,Symphyotrichum foliaceum var. apricum,alpine leafybract aster,,S4S5 (2008),Yellow,G5T4T5 (2016),,,,,,
PDASTE80Q3,Symphyotrichum foliaceum var. foliaceum,leafy aster,,S4S5 (2008),Yellow,G5T5 (2011),,,,,,
PDASTE80Q4,Symphyotrichum foliaceum var. parryi,Parry's aster,,S4S5 (2008),Yellow,G5T5 (2011),,,,,,
PDASTD8020,Symphyotrichum frondosum,short-rayed aster,BGxh; PPxh,S2 (2019),Red,G4 (1987),E,1-E (2007),,,Y,Y
PDASTE80W0,Symphyotrichum hendersonii,Henderson's aster,ESSFdm,S2? (2019),Red,G4? (2000),,,,,Y,
PDASTE80Y5,Symphyotrichum laeve var. geyeri,smooth aster,,SU (2019),Unknown,G5T5 (2016),,,,,,
PDASTE854B,Symphyotrichum lanceolatum var. hesperium,western willow aster,,S3S4 (2001),Yellow,G5T5 (2010),,,,,,
PDASTE8548,Symphyotrichum lanceolatum var. lanceolatum,panicled aster,,SNR,Not Reviewed,G5T5 (2016),,,,,,
PDASTE840A,Symphyotrichum novi-belgii var. novi-belgii,New York aster,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDASTE8132,Symphyotrichum pilosum var. pilosum,hairy aster,,SNA (2019),Exotic,G5T5 (2016),,,,,,
PDASTE8211,Symphyotrichum puniceum var. puniceum,purple-stemmed aster,,S4 (2021),Yellow,G5T5 (2016),,,,,,
PDASTE8608,Symphyotrichum spathulatum var. intermedium,western mountain aster,,S4 (2001),Yellow,G5T5? (2002),,,,,,
PDASTE8320,Symphyotrichum subspicatum,Douglas' aster,,S5 (2019),Yellow,G5 (2016),,,,,,
PDASTE8420,Symphyotrichum x columbianum,Columbia hybrid aster,,SNA,No Status,GNA (1993),,,,,,
PDBOR0X010,Symphytum asperum,rough comfrey,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0X020,Symphytum officinale,common comfrey,,SNA (2019),Exotic,GNR,,,,,,
PDBOR0X040,Symphytum x uplandicum,hybrid comfrey,,SNA (2001),Exotic,GNA (2016),,,,,,
PDSCR09070,Synthyris wyomingensis,Wyoming kitten-tails,ESSFdk; IMA,S2 (2019),Red,G5 (2016),,,,,Y,
NBMUS7L0U0,Syntrichia caninervis,,,S3S4 (2015),Yellow,G5? (2000),,,,,,
NBMUSA2020,Syntrichia laevipila,twisted oak moss,CDFmm,S3 (2015),Blue,GNR,SC,1-SC (2005),,,Y,Y
NBMUS7L0E0,Syntrichia latifolia,,,S3S4 (2015),Yellow,G3G5 (2000),,,,,,
NBMUSA2040,Syntrichia montana,,,S4 (2015),Yellow,GNR,,,,,,
NBMUS7L0H0,Syntrichia norvegica,,,S4S5 (2015),Yellow,G5 (1991),,,,,,
NBMUS7L0L0,Syntrichia papillosa,,,SNA (2020),Exotic,G5 (1991),,,,,,
NBMUS7L0W0,Syntrichia papillosissima,,,S1 (2015),Red,G3G5 (1996),,,,,,
NBMUS7L0M0,Syntrichia princeps,,,S4S5 (2015),Yellow,G5? (1996),,,,,,
NBMUSA2030,Syntrichia ruralis,,,S5 (2015),Yellow,G5 (2015),,,,,,
PDOLE0C010,Syringa vulgaris,common lilac,,SNA (2019),Exotic,GNR,,,,,,
NBHEP3M010,Syzygiella autumnalis,,,S3S4 (2021),Yellow,G5 (2018),,,,,,
NBMUSA8020,Takakia lepidozioides,,,S3S4 (2015),Yellow,G3G4 (2011),,,,,,
PDTAM01080,Tamarix ramosissima,salt-cedar,,SNA (2019),Exotic,GNR,,,,,,
PDAST92012,Tanacetum bipinnatum ssp. huronense,dune tansy,,S4S5 (2019),Yellow,G5T4T5 (2016),,,,,,
PDAST92040,Tanacetum parthenium,feverfew,,SNA (2019),Exotic,GNR,,,,,,
PDAST92050,Tanacetum vulgare,common tansy,,SNA (2019),Exotic,GNR,,,,,,
PDAST931M0,Taraxacum alaskanum,Alaska dandelion,,S5 (2019),Yellow,G5 (2016),,,,,,
PDAST930Y1,Taraxacum ceratophorum,horned dandelion,,S5 (2019),Yellow,G5T5 (2016),,,,,,
PDAST930Q0,Taraxacum erythrospermum,red-seeded dandelion,,SNA (2019),Exotic,GNR,,,,,,
PDAST930J0,Taraxacum hyparcticum,High-Arctic dandelion,BAFAun,SH (2019),Red,GNR,,,,,Y,
PDAST930Y0,Taraxacum officinale,common dandelion,,SNA (2019),Exotic,G5 (2016),,,,,,
PDAST931P0,Taraxacum scopulorum,alpine dandelion,,S4,Yellow,GNR,,,,,,
PDONA03060,Taraxia breviflora,short-flowered evening-primrose,IDFdk; MSxk; SBSmk,S1 (2019),Red,G5 (1988),,,,,Y,
NBHEP38010,Targionia hypophylla,,,S2 (2021),Red,G5 (1994),,,,,,
PGTXA01010,Taxus brevifolia,western yew,,S5 (2019),Yellow,G5 (2016),,,,,,
NBMUS79010,Tayloria acuminata,,,SNR,Not Reviewed,G3G4 (1999),,,,,,
NBMUS79020,Tayloria froelichiana,,BAFA; SWB,S2S3 (2015),Blue,G3G5 (2000),,,,,,
NBMUS79030,Tayloria hornschuchii,,,S1S3 (2018),Red,G3G5 (2000),,,,,,
NBMUS79040,Tayloria lingulata,,,S3S4 (2015),Yellow,G4G5 (2015),,,,,,
NBMUS79050,Tayloria serrata,,,S4 (2015),Yellow,G4 (1998),,,,,,
NBMUS79060,Tayloria splachnoides,,ESSFvcp,S1S2 (2015),Red,G2G3 (1999),,,,,,
PDBRA2K010,Teesdalia nudicaulis,shepherd's cress,,SNA (2019),Exotic,GNR,,,,,,
